carrier_name,name_normalized,cert_date,reason,line_count,metric_ton_total,candidate_pool_size,fgis_record_id,ambiguous_vessel_keys,resolved_vessel_key,reviewer_note
UBC SANTOS,UBCSANTOS,2018-10-20,unmatched_outside_coverage,1,3868.0,0,UNMATCHED-UBCSANTOS-20181020,,,
UBC TORONTO,UBCTORONTO,2018-10-20,unmatched_outside_coverage,1,22432.0,0,UNMATCHED-UBCTORONTO-20181020,,,
ATLANTIC ENSENADA,ATLANTICENSENADA,2018-10-21,unmatched_outside_coverage,2,37399.0,0,UNMATCHED-ATLANTICENSENADA-20181021,,,
BOSTON HARMONY,BOSTONHARMONY,2018-10-21,unmatched_outside_coverage,1,35742.0,0,UNMATCHED-BOSTONHARMONY-20181021,,,
OCEAN DIAMOND,OCEANDIAMOND,2018-10-21,unmatched_outside_coverage,1,50751.0,0,UNMATCHED-OCEANDIAMOND-20181021,,,
PAX,PAX,2018-10-21,unmatched_outside_coverage,1,29437.0,0,UNMATCHED-PAX-20181021,,,
PEAK PEGASUS,PEAKPEGASUS,2018-10-21,unmatched_outside_coverage,1,69506.0,0,UNMATCHED-PEAKPEGASUS-20181021,,,
SBI REGGAE,SBIREGGAE,2018-10-21,unmatched_outside_coverage,1,70883.0,0,UNMATCHED-SBIREGGAE-20181021,,,
THEMIS,THEMIS,2018-10-21,unmatched_outside_coverage,1,54671.0,0,UNMATCHED-THEMIS-20181021,,,
UBC SANTOS,UBCSANTOS,2018-10-21,unmatched_outside_coverage,2,20117.0,0,UNMATCHED-UBCSANTOS-20181021,,,
UBC TORONTO,UBCTORONTO,2018-10-21,unmatched_outside_coverage,1,13626.0,0,UNMATCHED-UBCTORONTO-20181021,,,
AMIS CHAMPION,AMISCHAMPION,2018-10-22,unmatched_outside_coverage,1,40847.0,0,UNMATCHED-AMISCHAMPION-20181022,,,
EAGLE STRAIT,EAGLESTRAIT,2018-10-22,unmatched_outside_coverage,1,23722.0,0,UNMATCHED-EAGLESTRAIT-20181022,,,
MAGIC STRIKER,MAGICSTRIKER,2018-10-22,unmatched_outside_coverage,1,4050.0,0,UNMATCHED-MAGICSTRIKER-20181022,,,
UBC BALBOA,UBCBALBOA,2018-10-22,unmatched_outside_coverage,2,20700.0,0,UNMATCHED-UBCBALBOA-20181022,,,
GOLDEN GRAINS,GOLDENGRAINS,2018-10-23,unmatched_outside_coverage,1,29073.0,0,UNMATCHED-GOLDENGRAINS-20181023,,,
CLIPPER BREEZE,CLIPPERBREEZE,2018-10-24,unmatched_outside_coverage,1,35693.0,0,UNMATCHED-CLIPPERBREEZE-20181024,,,
HAINAN ISLAND,HAINANISLAND,2018-10-24,unmatched_outside_coverage,1,30917.0,0,UNMATCHED-HAINANISLAND-20181024,,,
HALKI,HALKI,2018-10-24,unmatched_outside_coverage,2,10395.0,0,UNMATCHED-HALKI-20181024,,,
KM JAKARTA,KMJAKARTA,2018-10-24,unmatched_outside_coverage,1,42248.0,0,UNMATCHED-KMJAKARTA-20181024,,,
AGIA SKEPI,AGIASKEPI,2018-10-25,unmatched_outside_coverage,1,57720.0,0,UNMATCHED-AGIASKEPI-20181025,,,
MAGIC STRIKER,MAGICSTRIKER,2018-10-25,unmatched_outside_coverage,1,33300.0,0,UNMATCHED-MAGICSTRIKER-20181025,,,
PALONA,PALONA,2018-10-25,unmatched_outside_coverage,1,67061.0,0,UNMATCHED-PALONA-20181025,,,
EAGLE STRAIT,EAGLESTRAIT,2018-10-26,unmatched_outside_coverage,3,25295.0,0,UNMATCHED-EAGLESTRAIT-20181026,,,
HALKI,HALKI,2018-10-26,unmatched_outside_coverage,2,11605.0,0,UNMATCHED-HALKI-20181026,,,
IRENE,IRENE,2018-10-26,unmatched_outside_coverage,1,55997.0,0,UNMATCHED-IRENE-20181026,,,
JIA LONG SHAN,JIALONGSHAN,2018-10-26,unmatched_outside_coverage,2,39017.0,0,UNMATCHED-JIALONGSHAN-20181026,,,
KEY ACTION,KEYACTION,2018-10-26,unmatched_outside_coverage,1,70828.0,0,UNMATCHED-KEYACTION-20181026,,,
KOBE STAR,KOBESTAR,2018-10-26,unmatched_outside_coverage,2,44131.0,0,UNMATCHED-KOBESTAR-20181026,,,
NORD TRUST,NORDTRUST,2018-10-26,unmatched_outside_coverage,1,22727.0,0,UNMATCHED-NORDTRUST-20181026,,,
PLUTO,PLUTO,2018-10-26,unmatched_outside_coverage,1,28042.0,0,UNMATCHED-PLUTO-20181026,,,
PUPPIS OCEAN,PUPPISOCEAN,2018-10-26,unmatched_outside_coverage,1,68995.0,0,UNMATCHED-PUPPISOCEAN-20181026,,,
VENUS SKY,VENUSSKY,2018-10-26,unmatched_outside_coverage,2,38831.0,0,UNMATCHED-VENUSSKY-20181026,,,
ATLANTIC YUCATAN,ATLANTICYUCATAN,2018-10-27,unmatched_outside_coverage,1,49752.0,0,UNMATCHED-ATLANTICYUCATAN-20181027,,,
CIELO DI VALPARAISO,CIELODIVALPARAISO,2018-10-27,unmatched_outside_coverage,1,33496.0,0,UNMATCHED-CIELODIVALPARAISO-20181027,,,
GIOVANNA,GIOVANNA,2018-10-27,unmatched_outside_coverage,1,6090.0,0,UNMATCHED-GIOVANNA-20181027,,,
NORD TRUST,NORDTRUST,2018-10-27,unmatched_outside_coverage,1,19412.0,0,UNMATCHED-NORDTRUST-20181027,,,
SPAR SCORPIO,SPARSCORPIO,2018-10-27,unmatched_outside_coverage,1,9540.0,0,UNMATCHED-SPARSCORPIO-20181027,,,
UBC TAMPICO,UBCTAMPICO,2018-10-27,unmatched_outside_coverage,1,25997.0,0,UNMATCHED-UBCTAMPICO-20181027,,,
ASTERION,ASTERION,2018-10-28,unmatched_outside_coverage,1,70555.0,0,UNMATCHED-ASTERION-20181028,,,
COFCO 1,COFCO1,2018-10-28,unmatched_outside_coverage,1,67998.0,0,UNMATCHED-COFCO1-20181028,,,
FENG HE HAI,FENGHEHAI,2018-10-28,unmatched_outside_coverage,1,56885.0,0,UNMATCHED-FENGHEHAI-20181028,,,
GIOVANNA,GIOVANNA,2018-10-28,unmatched_outside_coverage,1,19301.0,0,UNMATCHED-GIOVANNA-20181028,,,
SAKURA OCEAN,SAKURAOCEAN,2018-10-28,unmatched_outside_coverage,2,18344.0,0,UNMATCHED-SAKURAOCEAN-20181028,,,
SPAR SCORPIO,SPARSCORPIO,2018-10-28,unmatched_outside_coverage,1,8647.0,0,UNMATCHED-SPARSCORPIO-20181028,,,
FIRST BROTHER,FIRSTBROTHER,2018-10-29,unmatched_outside_coverage,1,30461.0,0,UNMATCHED-FIRSTBROTHER-20181029,,,
HARVEST TIME,HARVESTTIME,2018-10-29,unmatched_outside_coverage,1,84403.0,0,UNMATCHED-HARVESTTIME-20181029,,,
MYRSINI,MYRSINI,2018-10-29,unmatched_outside_coverage,1,71975.0,0,UNMATCHED-MYRSINI-20181029,,,
OCEAN OPAL,OCEANOPAL,2018-10-29,unmatched_outside_coverage,1,30000.0,0,UNMATCHED-OCEANOPAL-20181029,,,
SAKURA OCEAN,SAKURAOCEAN,2018-10-29,unmatched_outside_coverage,1,9854.0,0,UNMATCHED-SAKURAOCEAN-20181029,,,
SAN,SAN,2018-10-29,unmatched_outside_coverage,1,3993.0,0,UNMATCHED-SAN-20181029,,,
SPAR SCORPIO,SPARSCORPIO,2018-10-29,unmatched_outside_coverage,1,28796.0,0,UNMATCHED-SPARSCORPIO-20181029,,,
UNI HARMONY,UNIHARMONY,2018-10-29,unmatched_outside_coverage,1,32999.0,0,UNMATCHED-UNIHARMONY-20181029,,,
HANZE GENUA,HANZEGENUA,2018-10-30,unmatched_outside_coverage,1,30000.0,0,UNMATCHED-HANZEGENUA-20181030,,,
NORD GALAXY,NORDGALAXY,2018-10-30,unmatched_outside_coverage,2,63231.0,0,UNMATCHED-NORDGALAXY-20181030,,,
RAYS,RAYS,2018-10-30,unmatched_outside_coverage,1,16500.0,0,UNMATCHED-RAYS-20181030,,,
SAN,SAN,2018-10-30,unmatched_outside_coverage,2,9155.0,0,UNMATCHED-SAN-20181030,,,
S-BRONCO,SBRONCO,2018-10-30,unmatched_outside_coverage,1,5343.0,0,UNMATCHED-SBRONCO-20181030,,,
SUN VIL II,SUNVILII,2018-10-30,unmatched_outside_coverage,1,11174.0,0,UNMATCHED-SUNVILII-20181030,,,
SUZAKU,SUZAKU,2018-10-30,unmatched_outside_coverage,1,4800.0,0,UNMATCHED-SUZAKU-20181030,,,
UBC TARRAGONA,UBCTARRAGONA,2018-10-30,unmatched_outside_coverage,1,7428.0,0,UNMATCHED-UBCTARRAGONA-20181030,,,
ATLANTIC TULUM,ATLANTICTULUM,2018-10-31,unmatched_outside_coverage,2,51254.0,0,UNMATCHED-ATLANTICTULUM-20181031,,,
KANG SHUN,KANGSHUN,2018-10-31,unmatched_outside_coverage,1,39845.0,0,UNMATCHED-KANGSHUN-20181031,,,
LALINDE,LALINDE,2018-10-31,unmatched_outside_coverage,2,17692.0,0,UNMATCHED-LALINDE-20181031,,,
SCARLET CARDINAL,SCARLETCARDINAL,2018-10-31,unmatched_outside_coverage,2,57705.0,0,UNMATCHED-SCARLETCARDINAL-20181031,,,
SUN VIL II,SUNVILII,2018-10-31,unmatched_outside_coverage,1,38305.0,0,UNMATCHED-SUNVILII-20181031,,,
UBC TARRAGONA,UBCTARRAGONA,2018-10-31,unmatched_outside_coverage,1,28913.0,0,UNMATCHED-UBCTARRAGONA-20181031,,,
VITA KOUAN,VITAKOUAN,2018-10-31,unmatched_outside_coverage,2,51125.0,0,UNMATCHED-VITAKOUAN-20181031,,,
YOUNG GLORY,YOUNGGLORY,2018-10-31,unmatched_outside_coverage,1,54999.0,0,UNMATCHED-YOUNGGLORY-20181031,,,
BI JIA SHAN,BIJIASHAN,2018-11-01,unmatched_outside_coverage,1,36129.0,0,UNMATCHED-BIJIASHAN-20181101,,,
FUAT BEY,FUATBEY,2018-11-01,unmatched_outside_coverage,1,5063.0,0,UNMATCHED-FUATBEY-20181101,,,
ALCYONE I,ALCYONEI,2018-11-02,unmatched_outside_coverage,2,17801.0,0,UNMATCHED-ALCYONEI-20181102,,,
FUAT BEY,FUATBEY,2018-11-02,unmatched_outside_coverage,1,8594.0,0,UNMATCHED-FUATBEY-20181102,,,
SBI BOLERO,SBIBOLERO,2018-11-02,unmatched_outside_coverage,2,73165.0,0,UNMATCHED-SBIBOLERO-20181102,,,
SEA IRIS,SEAIRIS,2018-11-02,unmatched_outside_coverage,1,11000.0,0,UNMATCHED-SEAIRIS-20181102,,,
SE MARINA,SEMARINA,2018-11-02,unmatched_outside_coverage,1,31709.0,0,UNMATCHED-SEMARINA-20181102,,,
SIDER MIAMI,SIDERMIAMI,2018-11-02,unmatched_outside_coverage,1,27900.0,0,UNMATCHED-SIDERMIAMI-20181102,,,
SKAWA,SKAWA,2018-11-02,unmatched_outside_coverage,1,800.0,0,UNMATCHED-SKAWA-20181102,,,
ALCYONE I,ALCYONEI,2018-11-03,unmatched_outside_coverage,1,16499.0,0,UNMATCHED-ALCYONEI-20181103,,,
AVENTICUM,AVENTICUM,2018-11-03,unmatched_outside_coverage,1,40296.0,0,UNMATCHED-AVENTICUM-20181103,,,
JAEGER,JAEGER,2018-11-03,unmatched_outside_coverage,1,8020.0,0,UNMATCHED-JAEGER-20181103,,,
MARIA,MARIA,2018-11-03,unmatched_outside_coverage,1,58508.0,0,UNMATCHED-MARIA-20181103,,,
NORD SIRIUS,NORDSIRIUS,2018-11-03,unmatched_outside_coverage,1,66741.0,0,UNMATCHED-NORDSIRIUS-20181103,,,
OLZA,OLZA,2018-11-03,unmatched_outside_coverage,1,7800.0,0,UNMATCHED-OLZA-20181103,,,
RICH WAVE,RICHWAVE,2018-11-03,unmatched_outside_coverage,3,14083.0,0,UNMATCHED-RICHWAVE-20181103,,,
SEA IRIS,SEAIRIS,2018-11-03,unmatched_outside_coverage,1,39774.0,0,UNMATCHED-SEAIRIS-20181103,,,
SKAWA,SKAWA,2018-11-03,unmatched_outside_coverage,3,15062.0,0,UNMATCHED-SKAWA-20181103,,,
CHLOE,CHLOE,2018-11-04,unmatched_outside_coverage,1,71524.0,0,UNMATCHED-CHLOE-20181104,,,
GOLDEN GLORY,GOLDENGLORY,2018-11-04,unmatched_outside_coverage,1,56100.0,0,UNMATCHED-GOLDENGLORY-20181104,,,
ICY BAY,ICYBAY,2018-11-04,unmatched_outside_coverage,1,28450.0,0,UNMATCHED-ICYBAY-20181104,,,
RICH WAVE,RICHWAVE,2018-11-04,unmatched_outside_coverage,4,46435.0,0,UNMATCHED-RICHWAVE-20181104,,,
YOGA,YOGA,2018-11-04,unmatched_outside_coverage,1,58801.0,0,UNMATCHED-YOGA-20181104,,,
AMSTEL STORK,AMSTELSTORK,2018-11-05,unmatched_outside_coverage,1,46534.0,0,UNMATCHED-AMSTELSTORK-20181105,,,
AP SVETI VLAHO,APSVETIVLAHO,2018-11-05,unmatched_outside_coverage,1,33001.0,0,UNMATCHED-APSVETIVLAHO-20181105,,,
BALTIC ACE,BALTICACE,2018-11-05,unmatched_outside_coverage,1,26263.0,0,UNMATCHED-BALTICACE-20181105,,,
COLUMBA,COLUMBA,2018-11-05,unmatched_outside_coverage,1,27802.0,0,UNMATCHED-COLUMBA-20181105,,,
EMERALD BAY,EMERALDBAY,2018-11-05,unmatched_outside_coverage,1,13520.0,0,UNMATCHED-EMERALDBAY-20181105,,,
JAEGER,JAEGER,2018-11-05,unmatched_outside_coverage,1,27152.0,0,UNMATCHED-JAEGER-20181105,,,
COLUMBA,COLUMBA,2018-11-06,unmatched_outside_coverage,1,3278.0,0,UNMATCHED-COLUMBA-20181106,,,
LENI SELMER,LENISELMER,2018-11-06,unmatched_outside_coverage,1,26556.0,0,UNMATCHED-LENISELMER-20181106,,,
PATROKLOS,PATROKLOS,2018-11-06,unmatched_outside_coverage,1,70942.0,0,UNMATCHED-PATROKLOS-20181106,,,
SEABONI,SEABONI,2018-11-06,unmatched_outside_coverage,1,54991.0,0,UNMATCHED-SEABONI-20181106,,,
V UNO,VUNO,2018-11-06,unmatched_outside_coverage,1,27799.0,0,UNMATCHED-VUNO-20181106,,,
ALITHIA,ALITHIA,2018-11-07,unmatched_outside_coverage,1,32009.0,0,UNMATCHED-ALITHIA-20181107,,,
NEW PRESTIGE,NEWPRESTIGE,2018-11-07,unmatched_outside_coverage,1,71932.0,0,UNMATCHED-NEWPRESTIGE-20181107,,,
PUGET SOUND,PUGETSOUND,2018-11-07,unmatched_outside_coverage,1,30211.0,0,UNMATCHED-PUGETSOUND-20181107,,,
SAKIZAYA DIAMOND,SAKIZAYADIAMOND,2018-11-07,unmatched_outside_coverage,1,69111.0,0,UNMATCHED-SAKIZAYADIAMOND-20181107,,,
TRANS AFRICA,TRANSAFRICA,2018-11-07,unmatched_outside_coverage,1,72100.0,0,UNMATCHED-TRANSAFRICA-20181107,,,
ZINA,ZINA,2018-11-07,unmatched_outside_coverage,1,32217.0,0,UNMATCHED-ZINA-20181107,,,
CALM BAY,CALMBAY,2018-11-08,unmatched_outside_coverage,1,29997.0,0,UNMATCHED-CALMBAY-20181108,,,
MONTEREY BAY,MONTEREYBAY,2018-11-08,unmatched_outside_coverage,1,32276.0,0,UNMATCHED-MONTEREYBAY-20181108,,,
NORDIC INCHEON,NORDICINCHEON,2018-11-08,unmatched_outside_coverage,1,32998.0,0,UNMATCHED-NORDICINCHEON-20181108,,,
QUEEN BUSAN,QUEENBUSAN,2018-11-08,unmatched_outside_coverage,2,43450.0,0,UNMATCHED-QUEENBUSAN-20181108,,,
AFRICAN AVOCET,AFRICANAVOCET,2018-11-09,unmatched_outside_coverage,1,43290.0,0,UNMATCHED-AFRICANAVOCET-20181109,,,
ATLANTIC GLORY,ATLANTICGLORY,2018-11-10,unmatched_outside_coverage,1,22000.0,0,UNMATCHED-ATLANTICGLORY-20181110,,,
ECO,ECO,2018-11-10,unmatched_outside_coverage,1,57460.0,0,UNMATCHED-ECO-20181110,,,
GREENERY SEA,GREENERYSEA,2018-11-10,unmatched_outside_coverage,1,26456.0,0,UNMATCHED-GREENERYSEA-20181110,,,
NEFELI,NEFELI,2018-11-10,unmatched_outside_coverage,1,56443.0,0,UNMATCHED-NEFELI-20181110,,,
NEW LONDON EAGLE,NEWLONDONEAGLE,2018-11-10,unmatched_outside_coverage,2,34063.0,0,UNMATCHED-NEWLONDONEAGLE-20181110,,,
NIKKEI PROGRESSO,NIKKEIPROGRESSO,2018-11-10,unmatched_outside_coverage,2,45232.0,0,UNMATCHED-NIKKEIPROGRESSO-20181110,,,
ADVANCE,ADVANCE,2018-11-11,unmatched_outside_coverage,2,20432.0,0,UNMATCHED-ADVANCE-20181111,,,
ARMONIA A,ARMONIAA,2018-11-11,unmatched_outside_coverage,1,70681.0,0,UNMATCHED-ARMONIAA-20181111,,,
BBC NEPTUNE,BBCNEPTUNE,2018-11-11,unmatched_outside_coverage,1,32998.0,0,UNMATCHED-BBCNEPTUNE-20181111,,,
ELVIRA BULKER,ELVIRABULKER,2018-11-11,unmatched_outside_coverage,1,23224.0,0,UNMATCHED-ELVIRABULKER-20181111,,,
GUO QIANG 8,GUOQIANG8,2018-11-11,unmatched_outside_coverage,1,54998.0,0,UNMATCHED-GUOQIANG8-20181111,,,
JACOB SELMER,JACOBSELMER,2018-11-11,unmatched_outside_coverage,1,31685.0,0,UNMATCHED-JACOBSELMER-20181111,,,
OCEAN BELT,OCEANBELT,2018-11-11,unmatched_outside_coverage,1,58637.0,0,UNMATCHED-OCEANBELT-20181111,,,
ODIGITRIA,ODIGITRIA,2018-11-11,unmatched_outside_coverage,1,29148.0,0,UNMATCHED-ODIGITRIA-20181111,,,
AEOLIAN FORTUNE,AEOLIANFORTUNE,2018-11-12,unmatched_outside_coverage,1,70750.0,0,UNMATCHED-AEOLIANFORTUNE-20181112,,,
FENG DE HAI,FENGDEHAI,2018-11-12,unmatched_outside_coverage,1,42508.0,0,UNMATCHED-FENGDEHAI-20181112,,,
NAUTICAL MADISON,NAUTICALMADISON,2018-11-12,unmatched_outside_coverage,1,7650.0,0,UNMATCHED-NAUTICALMADISON-20181112,,,
ODIGITRIA,ODIGITRIA,2018-11-12,unmatched_outside_coverage,1,14600.0,0,UNMATCHED-ODIGITRIA-20181112,,,
ADVANCE,ADVANCE,2018-11-13,unmatched_outside_coverage,2,29116.0,0,UNMATCHED-ADVANCE-20181113,,,
BALTIC COVE,BALTICCOVE,2018-11-13,unmatched_outside_coverage,1,32800.0,0,UNMATCHED-BALTICCOVE-20181113,,,
IMPRESSION BAY,IMPRESSIONBAY,2018-11-13,unmatched_outside_coverage,1,4400.0,0,UNMATCHED-IMPRESSIONBAY-20181113,,,
NAUTICAL MADISON,NAUTICALMADISON,2018-11-13,unmatched_outside_coverage,1,4500.0,0,UNMATCHED-NAUTICALMADISON-20181113,,,
AMIS DOLPHIN,AMISDOLPHIN,2018-11-14,unmatched_outside_coverage,1,55420.0,0,UNMATCHED-AMISDOLPHIN-20181114,,,
AN YUAN,ANYUAN,2018-11-14,unmatched_outside_coverage,2,45859.0,0,UNMATCHED-ANYUAN-20181114,,,
AREQUIPA QUEEN,AREQUIPAQUEEN,2018-11-14,unmatched_outside_coverage,1,10999.0,0,UNMATCHED-AREQUIPAQUEEN-20181114,,,
BULK ARGENTINA,BULKARGENTINA,2018-11-14,unmatched_outside_coverage,1,40778.0,0,UNMATCHED-BULKARGENTINA-20181114,,,
IMPRESSION BAY,IMPRESSIONBAY,2018-11-14,unmatched_outside_coverage,2,6830.0,0,UNMATCHED-IMPRESSIONBAY-20181114,,,
JAMES BAY,JAMESBAY,2018-11-14,unmatched_outside_coverage,1,32999.0,0,UNMATCHED-JAMESBAY-20181114,,,
PAC DUBHE,PACDUBHE,2018-11-14,unmatched_outside_coverage,1,24288.0,0,UNMATCHED-PACDUBHE-20181114,,,
TOMINI PROSPERITY,TOMINIPROSPERITY,2018-11-14,unmatched_outside_coverage,1,52127.0,0,UNMATCHED-TOMINIPROSPERITY-20181114,,,
BANSUI,BANSUI,2018-11-15,unmatched_outside_coverage,1,8799.0,0,UNMATCHED-BANSUI-20181115,,,
INTERLINK AUDACITY,INTERLINKAUDACITY,2018-11-15,unmatched_outside_coverage,1,15062.0,0,UNMATCHED-INTERLINKAUDACITY-20181115,,,
NAUTICAL MADISON,NAUTICALMADISON,2018-11-15,unmatched_outside_coverage,1,33700.0,0,UNMATCHED-NAUTICALMADISON-20181115,,,
SANTA GRACIELA,SANTAGRACIELA,2018-11-15,unmatched_outside_coverage,1,70732.0,0,UNMATCHED-SANTAGRACIELA-20181115,,,
SBI POSEIDON,SBIPOSEIDON,2018-11-15,unmatched_outside_coverage,1,14940.0,0,UNMATCHED-SBIPOSEIDON-20181115,,,
SE KELLY,SEKELLY,2018-11-15,unmatched_outside_coverage,1,32999.0,0,UNMATCHED-SEKELLY-20181115,,,
UBC SANTOS,UBCSANTOS,2018-11-15,unmatched_outside_coverage,1,18015.0,0,UNMATCHED-UBCSANTOS-20181115,,,
AFRICAN JOSEPH R,AFRICANJOSEPHR,2018-11-16,unmatched_outside_coverage,1,4640.0,0,UNMATCHED-AFRICANJOSEPHR-20181116,,,
AMS PEGASUS III,AMSPEGASUSIII,2018-11-16,unmatched_outside_coverage,1,38461.0,0,UNMATCHED-AMSPEGASUSIII-20181116,,,
BANSUI,BANSUI,2018-11-16,unmatched_outside_coverage,1,35415.0,0,UNMATCHED-BANSUI-20181116,,,
BOSTON HARMONY,BOSTONHARMONY,2018-11-16,unmatched_outside_coverage,2,34847.0,0,UNMATCHED-BOSTONHARMONY-20181116,,,
DAPHNE,DAPHNE,2018-11-16,unmatched_outside_coverage,3,54705.0,0,UNMATCHED-DAPHNE-20181116,,,
INTERLINK AUDACITY,INTERLINKAUDACITY,2018-11-16,unmatched_outside_coverage,1,5279.0,0,UNMATCHED-INTERLINKAUDACITY-20181116,,,
TIGER WEST,TIGERWEST,2018-11-16,unmatched_outside_coverage,1,65924.0,0,UNMATCHED-TIGERWEST-20181116,,,
AFRICAN JOSEPH R,AFRICANJOSEPHR,2018-11-17,unmatched_outside_coverage,1,13025.0,0,UNMATCHED-AFRICANJOSEPHR-20181117,,,
AFRICAN STARLING,AFRICANSTARLING,2018-11-17,unmatched_outside_coverage,2,34311.0,0,UNMATCHED-AFRICANSTARLING-20181117,,,
CHRISTINAB,CHRISTINAB,2018-11-17,unmatched_outside_coverage,1,40597.0,0,UNMATCHED-CHRISTINAB-20181117,,,
INTREPID EAGLE,INTREPIDEAGLE,2018-11-17,unmatched_outside_coverage,2,25861.0,0,UNMATCHED-INTREPIDEAGLE-20181117,,,
SBI POSEIDON,SBIPOSEIDON,2018-11-17,unmatched_outside_coverage,1,28780.0,0,UNMATCHED-SBIPOSEIDON-20181117,,,
VIRGO COLOSSUS,VIRGOCOLOSSUS,2018-11-17,unmatched_outside_coverage,1,32504.0,0,UNMATCHED-VIRGOCOLOSSUS-20181117,,,
ATLANTIC ENSENADA,ATLANTICENSENADA,2018-11-18,unmatched_outside_coverage,1,49714.0,0,UNMATCHED-ATLANTICENSENADA-20181118,,,
INTERLINK PRIORITY,INTERLINKPRIORITY,2018-11-18,unmatched_outside_coverage,2,36773.0,0,UNMATCHED-INTERLINKPRIORITY-20181118,,,
SBI ORION,SBIORION,2018-11-18,unmatched_outside_coverage,1,56127.0,0,UNMATCHED-SBIORION-20181118,,,
UBC BALBOA,UBCBALBOA,2018-11-18,unmatched_outside_coverage,2,21264.0,0,UNMATCHED-UBCBALBOA-20181118,,,
ULTRA ROCANVILLE,ULTRAROCANVILLE,2018-11-18,unmatched_outside_coverage,1,48400.0,0,UNMATCHED-ULTRAROCANVILLE-20181118,,,
BERGE BEN NEVIS,BERGEBENNEVIS,2018-11-19,unmatched_outside_coverage,1,12493.0,0,UNMATCHED-BERGEBENNEVIS-20181119,,,
BERGEN,BERGEN,2018-11-19,unmatched_outside_coverage,1,55236.0,0,UNMATCHED-BERGEN-20181119,,,
BONA,BONA,2018-11-19,unmatched_outside_coverage,1,18099.0,0,UNMATCHED-BONA-20181119,,,
GRACE C,GRACEC,2018-11-19,unmatched_outside_coverage,1,33739.0,0,UNMATCHED-GRACEC-20181119,,,
KOUSHUN,KOUSHUN,2018-11-19,unmatched_outside_coverage,3,50020.0,0,UNMATCHED-KOUSHUN-20181119,,,
STELLAR EAGLE,STELLAREAGLE,2018-11-19,unmatched_outside_coverage,1,34618.0,0,UNMATCHED-STELLAREAGLE-20181119,,,
DESERT GLORY,DESERTGLORY,2018-11-20,unmatched_outside_coverage,1,23505.0,0,UNMATCHED-DESERTGLORY-20181120,,,
IMPERIAL EAGLE,IMPERIALEAGLE,2018-11-20,unmatched_outside_coverage,1,5400.0,0,UNMATCHED-IMPERIALEAGLE-20181120,,,
KAMBOS,KAMBOS,2018-11-20,unmatched_outside_coverage,2,46057.0,0,UNMATCHED-KAMBOS-20181120,,,
NAESS INTREPID,NAESSINTREPID,2018-11-20,unmatched_outside_coverage,4,49229.0,0,UNMATCHED-NAESSINTREPID-20181120,,,
SANTA ALEXANDRA,SANTAALEXANDRA,2018-11-20,unmatched_outside_coverage,1,58281.0,0,UNMATCHED-SANTAALEXANDRA-20181120,,,
BI JIA SHAN,BIJIASHAN,2018-11-21,unmatched_outside_coverage,1,52050.0,0,UNMATCHED-BIJIASHAN-20181121,,,
EQUINOX DAWN,EQUINOXDAWN,2018-11-21,unmatched_outside_coverage,1,41999.0,0,UNMATCHED-EQUINOXDAWN-20181121,,,
GNG CONCORD 1,GNGCONCORD1,2018-11-21,unmatched_outside_coverage,1,64896.0,0,UNMATCHED-GNGCONCORD1-20181121,,,
IMPERIAL EAGLE,IMPERIALEAGLE,2018-11-21,unmatched_outside_coverage,1,18272.0,0,UNMATCHED-IMPERIALEAGLE-20181121,,,
JAEGER,JAEGER,2018-11-21,unmatched_outside_coverage,1,28389.0,0,UNMATCHED-JAEGER-20181121,,,
SITC ZHOUSHAN,SITCZHOUSHAN,2018-11-21,unmatched_outside_coverage,1,65667.0,0,UNMATCHED-SITCZHOUSHAN-20181121,,,
UBC TAMPA,UBCTAMPA,2018-11-21,unmatched_outside_coverage,1,16423.0,0,UNMATCHED-UBCTAMPA-20181121,,,
UNION VOYAGER,UNIONVOYAGER,2018-11-21,unmatched_outside_coverage,1,9975.0,0,UNMATCHED-UNIONVOYAGER-20181121,,,
ALORA,ALORA,2018-11-22,unmatched_outside_coverage,1,56085.0,0,UNMATCHED-ALORA-20181122,,,
CLIPPER BETTINA,CLIPPERBETTINA,2018-11-22,unmatched_outside_coverage,1,33449.0,0,UNMATCHED-CLIPPERBETTINA-20181122,,,
GREAT 61,GREAT61,2018-11-22,unmatched_outside_coverage,2,52383.0,0,UNMATCHED-GREAT61-20181122,,,
THOMAS C,THOMASC,2018-11-22,unmatched_outside_coverage,3,20726.0,0,UNMATCHED-THOMASC-20181122,,,
UBC TAMPA,UBCTAMPA,2018-11-22,unmatched_outside_coverage,1,18775.0,0,UNMATCHED-UBCTAMPA-20181122,,,
BUNUN FORTUNE,BUNUNFORTUNE,2018-11-23,unmatched_outside_coverage,1,33668.0,0,UNMATCHED-BUNUNFORTUNE-20181123,,,
KING COFFEE,KINGCOFFEE,2018-11-23,unmatched_outside_coverage,1,31207.0,0,UNMATCHED-KINGCOFFEE-20181123,,,
SBI RUMBA,SBIRUMBA,2018-11-23,unmatched_outside_coverage,1,71999.0,0,UNMATCHED-SBIRUMBA-20181123,,,
UBC BREMEN,UBCBREMEN,2018-11-23,unmatched_outside_coverage,1,12009.0,0,UNMATCHED-UBCBREMEN-20181123,,,
BULK ATACAMA,BULKATACAMA,2018-11-24,unmatched_outside_coverage,2,48726.0,0,UNMATCHED-BULKATACAMA-20181124,,,
